SP,RP,SRP,LRP,FHP,BHP,RANK,RANKDIFF,SA,SRA,FHA,BALANCE,WON,Player ID
0.466,0.534,0.288,0.712,0.522,0.478,42,-1.7946252364081068,-0.068,-0.424,0.044,0.23300970873786409,-1.0,16
0.575,0.425,0.333,0.667,0.696,0.304,30,-0.18059121875804848,0.1499999999999999,-0.334,0.3919999999999999,0.43932038834951465,1.0,14
0.608,0.392,0.26,0.74,0.652,0.348,62,0.18059121875804848,0.2159999999999999,-0.48,0.304,0.5145631067961166,-1.0,20
0.625,0.375,0.375,0.625,0.583,0.417,668,0.0,0.25,-0.25,0.1659999999999999,0.31189320388349523,-1.0,56
0.636,0.364,0.393,0.607,0.709,0.291,143,0.0,0.272,-0.2139999999999999,0.418,0.45631067961165056,1.0,31
0.611,0.389,0.333,0.667,0.833,0.167,59,0.13544341406853636,0.2219999999999999,-0.334,0.6659999999999999,0.6492718446601943,-1.0,47
0.606,0.394,0.242,0.758,0.303,0.697,35,-0.13544341406853636,0.2119999999999999,-0.516,-0.3939999999999999,0.5885922330097089,1.0,30
0.454,0.546,0.386,0.614,0.5,0.5,88,0.24831292579231667,-0.092,-0.2279999999999999,0.0,0.10194174757281553,-1.0,21
0.448,0.552,0.367,0.633,0.739,0.261,44,-0.24831292579231667,-0.104,-0.266,0.478,0.42233009708737873,1.0,22
0.487,0.513,0.615,0.385,0.641,0.359,288,1.3149298115820405,-0.026,0.2299999999999999,0.282,0.2342233009708738,-1.0,19
0.52,0.48,0.395,0.605,0.531,0.469,55,-1.3149298115820405,0.04,-0.2099999999999999,0.062,0.09708737864077681,1.0,26
0.477,0.523,0.386,0.614,0.59,0.41,109,0.0,-0.046,-0.2279999999999999,0.18,0.18325242718446605,-1.0,51
0.511,0.489,0.372,0.628,0.634,0.366,127,0.0,0.022,-0.256,0.268,0.2390776699029127,1.0,36
0.565,0.435,0.195,0.805,0.644,0.356,19,-0.2257390234475606,0.1299999999999999,-0.6100000000000001,0.288,0.5315533980582526,-1.0,25
0.557,0.443,0.326,0.674,0.596,0.404,59,0.2257390234475606,0.114,-0.348,0.1919999999999999,0.304611650485437,1.0,47
0.489,0.511,0.319,0.681,0.617,0.383,30,-0.8634517646869193,-0.022,-0.362,0.2339999999999999,0.28276699029126223,1.0,14
0.522,0.478,0.363,0.637,0.613,0.387,183,0.8634517646869193,0.044,-0.274,0.2259999999999999,0.23786407766990295,-1.0,57
0.461,0.539,0.23,0.77,0.538,0.462,360,0.0,-0.078,-0.54,0.076,0.32888349514563114,-1.0,27
0.45,0.55,0.4,0.6,0.625,0.375,281,0.0,-0.1,-0.1999999999999999,0.25,0.24150485436893207,1.0,58
0.454,0.546,0.333,0.667,0.363,0.637,19,-0.9255299961349985,-0.092,-0.334,-0.274,0.33252427184466027,1.0,25
0.4,0.6,0.533,0.467,0.6,0.4,183,0.9255299961349985,-0.1999999999999999,0.066,0.1999999999999999,0.1905339805825243,-1.0,57
0.553,0.447,0.404,0.596,0.489,0.511,149,0.6207823144807917,0.106,-0.1919999999999999,-0.022,0.10194174757281553,-1.0,34
0.56,0.44,0.38,0.62,0.673,0.327,39,-0.6207823144807917,0.12,-0.24,0.346,0.3361650485436894,1.0,16
0.568,0.432,0.386,0.614,0.84,0.16,21,-0.6038518877222246,0.1359999999999999,-0.2279999999999999,0.6799999999999999,0.5412621359223302,1.0,28
0.575,0.425,0.424,0.576,0.562,0.438,128,0.6038518877222246,0.1499999999999999,-0.1519999999999999,0.124,0.16626213592233016,-1.0,49
0.511,0.489,0.279,0.721,0.634,0.366,143,0.5474171318603345,0.022,-0.4419999999999999,0.268,0.3519417475728156,1.0,31
0.527,0.473,0.416,0.584,0.542,0.458,46,-0.5474171318603345,0.054,-0.1679999999999999,0.084,0.09344660194174767,-1.0,42
0.54,0.46,0.54,0.46,0.513,0.487,25,-0.016930426758567044,0.08,0.08,0.026,0.020631067961165164,1.0,10
0.5,0.5,0.285,0.715,0.571,0.429,28,0.016930426758567044,0.0,-0.43,0.1419999999999999,0.25485436893203883,-1.0,41
0.545,0.455,0.318,0.682,0.772,0.228,150,0.5643475586189015,0.09,-0.364,0.544,0.5133495145631071,-1.0,45
0.545,0.455,0.333,0.667,0.696,0.304,50,-0.5643475586189015,0.09,-0.334,0.3919999999999999,0.40291262135922346,1.0,29
0.557,0.443,0.403,0.597,0.529,0.471,17,0.039504329103323105,0.114,-0.1939999999999999,0.058,0.12985436893203894,1.0,43
0.565,0.435,0.347,0.653,0.652,0.348,10,-0.039504329103323105,0.1299999999999999,-0.306,0.304,0.3567961165048543,-1.0,4
0.615,0.385,0.326,0.674,0.269,0.731,25,-0.14108688965472538,0.2299999999999999,-0.348,-0.4619999999999999,0.5388349514563109,-1.0,10
0.581,0.419,0.4,0.6,0.636,0.364,50,0.14108688965472538,0.1619999999999999,-0.1999999999999999,0.272,0.29247572815533984,1.0,29
0.428,0.572,0.228,0.772,0.628,0.372,142,0.28781725489563975,-0.1439999999999999,-0.544,0.256,0.48058252427184467,-1.0,52
0.432,0.568,0.351,0.649,0.628,0.372,91,-0.28781725489563975,-0.1359999999999999,-0.298,0.256,0.3264563106796118,1.0,55
0.56,0.44,0.487,0.513,0.8,0.2,55,-0.3047476816542068,0.12,-0.026,0.6000000000000001,0.36043689320388367,1.0,26
0.586,0.414,0.62,0.38,0.724,0.276,109,0.3047476816542068,0.172,0.24,0.4479999999999999,0.4296116504854369,-1.0,51
0.454,0.546,0.454,0.546,0.636,0.364,17,-1.0214690811002118,-0.092,-0.092,0.272,0.1844660194174758,1.0,43
0.473,0.527,0.526,0.474,0.555,0.445,198,1.0214690811002118,-0.054,0.052,0.11,0.03883495145631079,-1.0,37
0.384,0.616,0.358,0.642,0.394,0.606,25,-0.5756345097912795,-0.2319999999999999,-0.284,-0.2119999999999999,0.3495145631067961,-1.0,10
0.431,0.569,0.272,0.728,0.704,0.296,127,0.5756345097912795,-0.1379999999999999,-0.4559999999999999,0.408,0.5157766990291262,1.0,36
0.509,0.491,0.294,0.706,0.627,0.373,150,0.0,0.018,-0.412,0.254,0.32281553398058266,1.0,45
0.533,0.467,0.355,0.645,0.772,0.228,539,0.0,0.066,-0.29,0.544,0.45388349514563114,-1.0,33
0.5,0.5,0.384,0.616,0.72,0.28,17,-0.6207823144807917,0.0,-0.2319999999999999,0.4399999999999999,0.3155339805825242,-1.0,43
0.515,0.485,0.272,0.728,0.666,0.334,127,0.6207823144807917,0.03,-0.4559999999999999,0.332,0.404126213592233,1.0,36
0.5,0.5,0.375,0.625,0.775,0.225,54,-0.19187816993042653,0.0,-0.25,0.55,0.3932038834951456,1.0,32
0.545,0.455,0.272,0.728,0.772,0.228,88,0.19187816993042653,0.09,-0.4559999999999999,0.544,0.5691747572815534,-1.0,21
0.472,0.528,0.333,0.667,0.705,0.295,28,-1.3036428604096626,-0.056,-0.334,0.41,0.3932038834951456,1.0,41
0.434,0.566,0.521,0.479,0.565,0.435,259,1.3036428604096626,-0.1319999999999999,0.042,0.1299999999999999,0.09223300970873792,-1.0,59
0.5,0.5,0.428,0.572,0.609,0.391,30,-0.09029560937902424,0.0,-0.1439999999999999,0.2179999999999999,0.12742718446601942,1.0,14
0.451,0.549,0.419,0.581,0.548,0.452,46,0.09029560937902424,-0.098,-0.1619999999999999,0.096,0.12378640776699029,-1.0,42
0.444,0.556,0.518,0.482,0.583,0.417,490,2.714511756956916,-0.112,0.036,0.1659999999999999,0.0983009708737864,-1.0,23
0.457,0.543,0.342,0.658,0.6,0.4,9,-2.714511756956916,-0.086,-0.316,0.1999999999999999,0.27305825242718446,1.0,60
0.438,0.562,0.403,0.597,0.535,0.465,360,0.0,-0.124,-0.1939999999999999,0.07,0.14320388349514568,1.0,27
0.428,0.572,0.306,0.694,0.659,0.341,128,0.0,-0.1439999999999999,-0.3879999999999999,0.318,0.42354368932038844,-1.0,49
0.488,0.512,0.279,0.721,0.651,0.349,30,0.11851298730996931,-0.024,-0.4419999999999999,0.302,0.3737864077669904,-1.0,14
0.5,0.5,0.28,0.72,0.571,0.429,9,-0.11851298730996931,0.0,-0.4399999999999999,0.1419999999999999,0.26092233009708726,1.0,60
0.545,0.455,0.212,0.788,0.812,0.188,50,-0.750582252963139,0.09,-0.5760000000000001,0.6240000000000001,0.6905339805825244,1.0,29
0.59,0.41,0.272,0.728,0.857,0.143,183,0.750582252963139,0.18,-0.4559999999999999,0.714,0.7269417475728155,-1.0,57
0.459,0.541,0.16,0.84,0.54,0.46,54,-0.5248432295155784,-0.082,-0.6799999999999999,0.08,0.4186893203883496,1.0,32
0.454,0.546,0.295,0.705,0.534,0.466,147,0.5248432295155784,-0.092,-0.41,0.068,0.25364077669902924,-1.0,46
0.561,0.439,0.421,0.579,0.767,0.233,44,-0.10158256055140227,0.122,-0.1579999999999999,0.534,0.40169902912621364,1.0,22
0.538,0.462,0.403,0.597,0.49,0.51,62,0.10158256055140227,0.076,-0.1939999999999999,-0.02,0.0837378640776699,-1.0,20
0.75,0.25,0.333,0.667,0.75,0.25,55,0.0733651826204572,0.5,-0.334,0.5,0.7172330097087379,-1.0,26
0.575,0.425,0.272,0.728,0.727,0.273,42,-0.0733651826204572,0.1499999999999999,-0.4559999999999999,0.4539999999999999,0.5509708737864079,1.0,16
0.545,0.455,0.484,0.516,0.781,0.219,142,0.0,0.09,-0.032,0.562,0.32281553398058266,1.0,52
0.523,0.477,0.476,0.524,0.38,0.62,204,0.0,0.046,-0.048,-0.24,0.11043689320388354,-1.0,18
0.478,0.522,0.434,0.566,0.619,0.381,44,0.01128695117237803,-0.044,-0.1319999999999999,0.238,0.15898058252427177,-1.0,22
0.484,0.516,0.303,0.697,0.575,0.425,42,-0.01128695117237803,-0.032,-0.3939999999999999,0.1499999999999999,0.25728155339805814,1.0,16
0.515,0.485,0.272,0.728,0.545,0.455,42,-0.12415646289615834,0.03,-0.4559999999999999,0.09,0.25728155339805836,1.0,16
0.444,0.556,0.444,0.556,0.444,0.556,64,0.12415646289615834,-0.112,-0.112,-0.112,0.11165048543689332,-1.0,40
0.5,0.5,0.25,0.75,0.55,0.45,77,0.17494774317185946,0.0,-0.5,0.1,0.27184466019417486,-1.0,44
0.484,0.516,0.242,0.758,0.718,0.282,46,-0.17494774317185946,-0.032,-0.516,0.436,0.504854368932039,1.0,42
0.543,0.457,0.326,0.674,0.695,0.305,109,0.0,0.086,-0.348,0.3899999999999999,0.4077669902912621,1.0,51
0.575,0.425,0.325,0.675,0.75,0.25,242,0.0,0.1499999999999999,-0.35,0.5,0.5145631067961166,-1.0,35
0.541,0.459,0.25,0.75,0.729,0.271,21,-0.39504329103323105,0.082,-0.5,0.4579999999999999,0.5388349514563109,1.0,28
0.538,0.462,0.23,0.77,0.512,0.488,91,0.39504329103323105,0.076,-0.54,0.024,0.29611650485436897,-1.0,55
0.538,0.462,0.326,0.674,0.615,0.385,17,-0.21445207227518256,0.076,-0.348,0.2299999999999999,0.304611650485437,1.0,43
0.553,0.447,0.255,0.745,0.659,0.341,55,0.21445207227518256,0.106,-0.49,0.318,0.4623786407766992,-1.0,26
0.583,0.417,0.416,0.584,0.685,0.315,150,0.5982084121360356,0.1659999999999999,-0.1679999999999999,0.37,0.33495145631067963,-1.0,45
0.581,0.419,0.418,0.582,0.642,0.358,44,-0.5982084121360356,0.1619999999999999,-0.1639999999999999,0.284,0.27791262135922334,1.0,22
0.56,0.44,0.195,0.805,0.463,0.537,25,-0.6602866435841148,0.12,-0.6100000000000001,-0.074,0.39563106796116515,1.0,10
0.542,0.458,0.371,0.629,0.542,0.458,142,0.6602866435841148,0.084,-0.258,0.084,0.16626213592233016,-1.0,52
0.487,0.513,0.41,0.59,0.526,0.474,17,-0.1523738408271034,-0.026,-0.18,0.052,0.06432038834951466,1.0,43
0.485,0.515,0.342,0.658,0.628,0.372,44,0.1523738408271034,-0.03,-0.316,0.256,0.2730582524271846,-1.0,22
0.536,0.464,0.487,0.513,0.65,0.35,127,0.4345476201365542,0.072,-0.026,0.3,0.14927184466019416,-1.0,36
0.51,0.49,0.34,0.66,0.723,0.277,50,-0.4345476201365542,0.02,-0.32,0.4459999999999999,0.3847087378640778,1.0,29
0.484,0.516,0.272,0.728,0.787,0.213,198,1.0609734102035349,-0.032,-0.4559999999999999,0.5740000000000001,0.5521844660194176,-1.0,37
0.5,0.5,0.318,0.682,0.72,0.28,10,-1.0609734102035349,0.0,-0.364,0.4399999999999999,0.39563106796116515,1.0,4
0.585,0.415,0.341,0.659,0.575,0.425,539,2.8838160245425866,0.1699999999999999,-0.318,0.1499999999999999,0.2949029126213592,-1.0,33
0.588,0.412,0.352,0.648,0.64,0.36,28,-2.8838160245425866,0.176,-0.296,0.28,0.3640776699029128,1.0,41
0.631,0.369,0.394,0.606,0.605,0.395,109,0.49662585158463335,0.262,-0.2119999999999999,0.2099999999999999,0.32281553398058244,-1.0,51
0.595,0.405,0.38,0.62,0.88,0.12,21,-0.49662585158463335,0.1899999999999999,-0.24,0.76,0.6298543689320388,1.0,28
0.555,0.445,0.416,0.584,0.472,0.528,183,0.0,0.11,-0.1679999999999999,-0.056,0.11043689320388354,1.0,57
0.516,0.484,0.354,0.646,0.451,0.549,149,0.0,0.032,-0.292,-0.098,0.16383495145631083,-1.0,34
0.594,0.406,0.54,0.46,0.756,0.244,59,-1.0440429834449678,0.1879999999999999,0.08,0.512,0.38106796116504865,1.0,47
0.653,0.347,0.384,0.616,0.769,0.231,244,1.0440429834449678,0.306,-0.2319999999999999,0.538,0.5606796116504856,-1.0,53
0.466,0.534,0.366,0.634,0.551,0.449,88,0.38939981544704205,-0.068,-0.268,0.102,0.17354368932038844,-1.0,61
0.488,0.512,0.279,0.721,0.476,0.524,19,-0.38939981544704205,-0.024,-0.4419999999999999,-0.048,0.21966019417475735,1.0,25
0.689,0.311,0.31,0.69,0.724,0.276,288,0.0,0.3779999999999999,-0.3799999999999999,0.4479999999999999,0.6395631067961165,-1.0,62
0.641,0.359,0.41,0.59,0.368,0.632,360,0.0,0.282,-0.18,-0.264,0.3483009708737865,1.0,27
0.525,0.475,0.375,0.625,0.675,0.325,30,-0.6772170703426819,0.05,-0.25,0.35,0.3021844660194176,1.0,14
0.488,0.512,0.422,0.578,0.488,0.512,150,0.6772170703426819,-0.024,-0.1559999999999999,-0.024,0.03155339805825255,-1.0,45
0.534,0.466,0.348,0.652,0.72,0.28,360,1.879277370200942,0.068,-0.304,0.4399999999999999,0.40048543689320387,-1.0,27
0.545,0.455,0.477,0.523,0.431,0.569,27,-1.879277370200942,0.09,-0.046,-0.1379999999999999,0.07402912621359228,1.0,10
0.515,0.485,0.303,0.697,0.687,0.313,19,-2.8838160245425866,0.03,-0.3939999999999999,0.374,0.391990291262136,1.0,25
0.562,0.438,0.187,0.813,0.812,0.188,530,2.8838160245425866,0.124,-0.6259999999999999,0.6240000000000001,0.7415048543689322,-1.0,63
0.553,0.447,0.34,0.66,0.68,0.32,30,0.016930426758567044,0.106,-0.32,0.36,0.3847087378640778,1.0,14
0.531,0.469,0.51,0.49,0.382,0.618,27,-0.016930426758567044,0.062,0.02,-0.236,0.10072815533980593,-1.0,10
0.681,0.319,0.227,0.773,0.772,0.228,128,0.0,0.362,-0.546,0.544,0.7888349514563108,-1.0,49
0.636,0.364,0.363,0.637,0.515,0.485,668,0.0,0.272,-0.274,0.03,0.25728155339805836,1.0,56
0.6,0.4,0.3,0.7,0.578,0.422,64,0.028217377930945076,0.1999999999999999,-0.3999999999999999,0.1559999999999999,0.36650485436893193,-1.0,40
0.575,0.425,0.333,0.667,0.718,0.282,59,-0.028217377930945076,0.1499999999999999,-0.334,0.436,0.46601941747572817,1.0,47
0.384,0.616,0.307,0.693,0.72,0.28,55,-2.731442183715483,-0.2319999999999999,-0.3859999999999999,0.4399999999999999,0.549757281553398,-1.0,26
0.393,0.607,0.575,0.425,0.593,0.407,539,2.731442183715483,-0.2139999999999999,0.1499999999999999,0.186,0.24150485436893207,1.0,33
0.45,0.55,0.35,0.65,0.6,0.4,368,0.0,-0.1,-0.3,0.1999999999999999,0.27184466019417486,-1.0,24
0.515,0.485,0.424,0.576,0.677,0.323,127,0.0,0.03,-0.1519999999999999,0.354,0.23300970873786409,1.0,36
0.571,0.429,0.257,0.743,0.617,0.383,44,-0.8690952402731084,0.1419999999999999,-0.486,0.2339999999999999,0.4308252427184466,1.0,22
0.6,0.4,0.32,0.68,0.68,0.32,198,0.8690952402731084,0.1999999999999999,-0.36,0.36,0.46601941747572834,-1.0,37
0.525,0.475,0.3,0.7,0.825,0.175,55,-0.4063302422056091,0.05,-0.3999999999999999,0.6499999999999999,0.5752427184466019,1.0,26
0.562,0.438,0.437,0.563,0.516,0.484,127,0.4063302422056091,0.124,-0.1259999999999999,0.032,0.07888349514563119,-1.0,36
0.515,0.485,0.303,0.697,0.848,0.152,21,-1.0327560322725897,0.03,-0.3939999999999999,0.696,0.5873786407766991,1.0,28
0.6,0.4,0.4,0.6,0.7,0.3,204,1.0327560322725897,0.1999999999999999,-0.1999999999999999,0.3999999999999999,0.3932038834951456,-1.0,18
0.617,0.383,0.235,0.765,0.588,0.412,242,1.128695117237803,0.2339999999999999,-0.53,0.176,0.4781553398058253,1.0,35
0.615,0.385,0.269,0.731,0.73,0.27,42,-1.128695117237803,0.2299999999999999,-0.4619999999999999,0.4599999999999999,0.6067961165048543,-1.0,16
0.333,0.667,0.428,0.572,0.761,0.239,21,-0.11851298730996931,-0.334,-0.1439999999999999,0.522,0.5145631067961166,-1.0,28
0.393,0.607,0.363,0.637,0.687,0.313,42,0.11851298730996931,-0.2139999999999999,-0.274,0.374,0.4308252427184466,1.0,16
0.487,0.513,0.333,0.667,0.459,0.541,82,-0.03386085351713409,-0.026,-0.334,-0.082,0.1759708737864078,1.0,54
0.5,0.5,0.321,0.679,0.678,0.322,88,0.03386085351713409,0.0,-0.358,0.356,0.3410194174757282,-1.0,21
0.5,0.5,0.5,0.5,0.658,0.342,50,-0.8916691426178645,0.0,0.0,0.316,0.09951456310679618,1.0,29
0.535,0.465,0.464,0.536,0.024,0.976,208,0.8916691426178645,0.07,-0.072,-0.952,0.5716019417475728,-1.0,38
0.463,0.537,0.219,0.781,0.55,0.45,54,-0.31039115724039584,-0.074,-0.562,0.1,0.35436893203883496,1.0,32
0.514,0.486,0.314,0.686,0.457,0.543,109,0.31039115724039584,0.028,-0.372,-0.086,0.20266990291262146,-1.0,51
0.59,0.41,0.386,0.614,0.38,0.62,149,0.0,0.18,-0.2279999999999999,-0.24,0.30097087378640786,-1.0,34
0.595,0.405,0.425,0.575,0.847,0.153,288,0.0,0.1899999999999999,-0.1499999999999999,0.694,0.5351941747572816,1.0,19
0.533,0.467,0.311,0.689,0.733,0.267,10,-0.4571215224813102,0.066,-0.3779999999999999,0.4659999999999999,0.4599514563106797,1.0,4
0.512,0.488,0.384,0.616,0.692,0.308,91,0.4571215224813102,0.024,-0.2319999999999999,0.3839999999999999,0.29611650485436897,-1.0,55
0.52,0.48,0.27,0.73,0.638,0.362,143,0.4571215224813102,0.04,-0.4599999999999999,0.276,0.3786407766990291,-1.0,31
0.509,0.491,0.4,0.6,0.462,0.538,62,-0.4571215224813102,0.018,-0.1999999999999999,-0.076,0.08616504854368927,1.0,20
0.5,0.5,0.305,0.695,0.944,0.056,17,-0.10158256055140227,0.0,-0.3899999999999999,0.8879999999999999,0.683252427184466,1.0,43
0.478,0.522,0.26,0.74,0.304,0.696,35,0.10158256055140227,-0.044,-0.48,-0.3919999999999999,0.4635922330097088,-1.0,30
0.428,0.572,0.485,0.515,0.676,0.324,17,-0.02257390234475606,-0.1439999999999999,-0.03,0.352,0.2269417475728156,1.0,43
0.416,0.584,0.458,0.542,0.583,0.417,21,0.02257390234475606,-0.1679999999999999,-0.084,0.1659999999999999,0.16140776699029133,-1.0,28
0.529,0.471,0.264,0.736,0.5,0.5,150,0.728008350618383,0.058,-0.472,0.0,0.22936893203883496,-1.0,45
0.523,0.477,0.309,0.691,0.78,0.22,21,-0.728008350618383,0.046,-0.3819999999999999,0.56,0.5072815533980584,1.0,28
0.558,0.442,0.418,0.582,0.292,0.708,25,-0.6659301191703038,0.116,-0.1639999999999999,-0.416,0.3300970873786409,-1.0,10
0.574,0.426,0.297,0.703,0.666,0.334,143,0.6659301191703038,0.1479999999999999,-0.4059999999999999,0.332,0.44538834951456313,1.0,31
0.516,0.484,0.387,0.613,0.612,0.388,127,0.0,0.032,-0.2259999999999999,0.2239999999999999,0.2002427184466019,-1.0,36
0.513,0.487,0.216,0.784,0.638,0.362,361,0.0,0.026,-0.5680000000000001,0.276,0.4356796116504855,1.0,27
0.516,0.484,0.483,0.517,0.419,0.581,276,1.3882949942024978,0.032,-0.034,-0.1619999999999999,0.04611650485436904,-1.0,48
0.534,0.466,0.511,0.489,0.682,0.318,30,-1.3882949942024978,0.068,0.022,0.364,0.18325242718446605,1.0,14
0.553,0.447,0.319,0.681,0.68,0.32,198,1.0158256055140227,0.106,-0.362,0.36,0.4101941747572817,1.0,37
0.568,0.432,0.34,0.66,0.558,0.442,18,-1.0158256055140227,0.1359999999999999,-0.32,0.116,0.25485436893203883,-1.0,25
0.564,0.436,0.461,0.539,0.512,0.488,127,0.5474171318603345,0.1279999999999999,-0.078,0.024,0.04733009708737865,1.0,36
0.578,0.422,0.289,0.711,0.342,0.658,30,-0.5474171318603345,0.1559999999999999,-0.422,-0.316,0.450242718446602,-1.0,14
0.525,0.475,0.45,0.55,0.763,0.237,88,0.13544341406853636,0.05,-0.1,0.526,0.3179611650485437,-1.0,21
0.489,0.511,0.276,0.724,0.723,0.277,64,-0.13544341406853636,-0.022,-0.4479999999999999,0.4459999999999999,0.4635922330097088,1.0,40
0.441,0.559,0.488,0.512,0.658,0.342,59,-0.8183039599974072,-0.118,-0.024,0.316,0.1856796116504856,1.0,47
0.419,0.581,0.677,0.323,0.482,0.518,204,0.8183039599974072,-0.1619999999999999,0.354,-0.036,0.24271844660194183,-1.0,18
0.574,0.426,0.407,0.593,0.722,0.278,668,3.419946205230543,0.1479999999999999,-0.186,0.4439999999999999,0.3798543689320389,1.0,56
0.568,0.432,0.45,0.55,0.549,0.451,62,-3.419946205230543,0.1359999999999999,-0.1,0.098,0.11043689320388354,-1.0,20
0.586,0.414,0.379,0.621,0.586,0.414,147,0.5925649365498465,0.172,-0.242,0.172,0.26334951456310685,-1.0,46
0.555,0.445,0.083,0.917,0.611,0.389,42,-0.5925649365498465,0.11,-0.8340000000000001,0.2219999999999999,0.6152912621359226,1.0,16
0.523,0.477,0.452,0.548,0.738,0.262,59,-0.016930426758567044,0.046,-0.096,0.476,0.28276699029126223,1.0,47
0.533,0.467,0.4,0.6,0.482,0.518,62,0.016930426758567044,0.066,-0.1999999999999999,-0.036,0.09101941747572814,-1.0,20
0.545,0.455,0.477,0.523,0.59,0.41,109,0.1523738408271034,0.09,-0.046,0.18,0.09951456310679618,1.0,51
0.54,0.46,0.54,0.46,0.457,0.543,82,-0.1523738408271034,0.08,0.08,-0.086,0.05703883495145643,-1.0,54
0.463,0.537,0.243,0.757,0.731,0.269,91,-1.9752164551661553,-0.074,-0.514,0.4619999999999999,0.5449029126213594,1.0,55
0.484,0.516,0.303,0.697,0.818,0.182,441,1.9752164551661553,-0.032,-0.3939999999999999,0.6359999999999999,0.5521844660194176,-1.0,64
0.47,0.53,0.441,0.559,0.633,0.367,50,-0.5191997539293894,-0.06,-0.118,0.266,0.17718446601941756,1.0,29
0.478,0.522,0.565,0.435,0.695,0.305,142,0.5191997539293894,-0.044,0.1299999999999999,0.3899999999999999,0.2499999999999999,-1.0,52
0.541,0.459,0.416,0.584,0.659,0.341,10,-2.0203642598556675,0.082,-0.1679999999999999,0.318,0.25242718446601947,1.0,4
0.552,0.448,0.421,0.579,0.702,0.298,368,2.0203642598556675,0.104,-0.1579999999999999,0.4039999999999999,0.31189320388349523,-1.0,24
0.555,0.445,0.361,0.639,0.638,0.362,28,-0.1523738408271034,0.11,-0.278,0.276,0.31067961165048547,-1.0,41
0.525,0.475,0.275,0.725,0.615,0.385,55,0.1523738408271034,0.05,-0.4499999999999999,0.2299999999999999,0.35072815533980584,1.0,26
0.512,0.488,0.179,0.821,0.666,0.334,10,-0.74493877737695,0.024,-0.6419999999999999,0.332,0.5133495145631068,1.0,4
0.461,0.539,0.269,0.731,0.68,0.32,142,0.74493877737695,-0.078,-0.4619999999999999,0.36,0.45388349514563114,-1.0,52
